;id;price;area;rooms
330;331;4640;145;5
331;332;1254;38;1
332;333;986;29;1
333;334;7956;234;6
334;335;3750;150;6
335;336;3069;93;3
336;337;4224;128;4
337;338;5100;150;6
338;339;6160;220;5
339;340;4560;152;4
340;341;6150;205;5
341;342;1456;52;2
342;343;8160;240;6
343;344;2349;81;3
344;345;7956;234;6
345;346;3045;105;3
346;347;3200;100;4
347;348;1008;36;1
348;349;5700;228;6
349;350;1092;42;1
350;351;1248;39;1
351;352;9114;294;7
352;353;702;27;1
353;354;1700;68;2
354;355;3330;111;3
355;356;6435;195;5
356;357;7616;224;7
357;358;3162;93;3
358;359;4144;148;4
359;360;7680;240;6
360;361;5576;164;4
361;362;6888;246;6
362;363;2322;86;2
363;364;2600;104;4
364;365;6237;189;7
365;366;5280;160;5
366;367;6400;200;5
367;368;2838;86;2
368;369;1740;60;2
369;370;2788;82;2
370;371;6000;240;6
371;372;1050;42;1
372;373;6426;189;7
373;374;5824;224;7
374;375;8512;266;7
375;376;2240;70;2
376;377;3906;126;3
377;378;7560;252;6
378;379;5766;186;6
379;380;1020;30;1
380;381;5952;192;6
381;382;1224;36;1
382;383;7140;210;5
383;384;700;28;1
384;385;5220;180;5
385;386;1152;36;1
386;387;1024;32;1
387;388;2880;96;3
388;389;2176;68;2
389;390;3420;114;3
390;391;1015;35;1
391;392;5250;175;5
392;393;1914;66;2
393;394;8897;287;7
394;395;2560;80;2
395;396;5040;168;4
396;397;6664;196;7
397;398;7095;215;5
398;399;3240;120;4
399;400;3465;105;3
400;401;3219;111;3
401;402;3627;117;3
402;403;4995;185;5
403;404;5700;190;5
404;405;1972;68;2
405;406;2304;72;2
406;407;2856;84;2
407;408;4712;152;4
408;409;1768;52;2
409;410;3627;117;3
410;411;3468;102;3
411;412;2511;81;3
412;413;5100;150;5
413;414;2900;116;4
414;415;7511;259;7
415;416;5456;176;4
416;417;3024;108;4
417;418;5346;162;6
418;419;4056;156;6
419;420;962;37;1
420;421;5425;217;7
421;422;4216;136;4
422;423;6450;215;5
423;424;725;29;1
424;425;5576;164;4
425;426;6840;228;6
426;427;5270;155;5
427;428;1950;78;2
428;429;5084;164;4
429;430;2046;62;2
430;431;5800;200;5
431;432;850;34;1
432;433;2028;78;2
433;434;4100;164;4
434;435;1650;66;2
435;436;5320;190;5
436;437;4624;136;4
437;438;8316;308;7
438;439;7560;280;7
439;440;2970;99;3
440;441;1026;38;1
441;442;5100;150;5
442;443;7700;308;7
443;444;2856;84;2
444;445;780;30;1
445;446;6076;196;7
446;447;3960;132;4
447;448;5952;186;6
448;449;825;25;1
449;450;3780;126;3
450;451;2880;96;3
451;452;2835;105;3
452;453;841;29;1
453;454;2496;78;3
454;455;3900;150;5
455;456;9996;294;7
456;457;1085;35;1
457;458;5280;160;4
458;459;3570;105;3
459;460;3944;136;4
460;461;4292;148;4
461;462;2790;93;3
462;463;5200;200;5
463;464;4480;160;5
464;465;3900;156;4
465;466;6496;224;7
466;467;1008;36;1
467;468;4640;160;4
468;469;1914;58;2
469;470;1890;70;2
470;471;3240;120;3
471;472;2574;78;3
472;473;2584;76;2
473;474;6786;234;6
474;475;7920;264;6
475;476;3875;125;5
476;477;9471;287;7
477;478;2788;82;2
478;479;2028;78;2
479;480;1140;38;1
480;481;3483;129;3
481;482;4752;144;4
482;483;3861;117;3
483;484;9009;273;7
484;485;2900;116;4
485;486;2916;108;4
486;487;5850;234;6
487;488;1118;43;1
488;489;7722;234;6
489;490;6240;195;5
490;491;1064;38;1
491;492;7252;259;7
492;493;7680;240;6
493;494;780;30;1
494;495;5250;210;6
495;496;6528;192;6
496;497;957;33;1
497;498;1856;64;2
498;499;4480;160;4
499;500;4992;156;6
500;501;5280;165;5
501;502;4928;176;4
502;503;2886;111;3
503;504;4060;140;4
504;505;1020;30;1
505;506;8316;252;6
506;507;5250;175;5
507;508;6804;252;7
508;509;6510;210;7
509;510;2550;102;3
510;511;756;28;1
511;512;4640;160;5
512;513;1920;60;2
513;514;6615;245;7
514;515;8323;287;7
515;516;3162;93;3
516;517;3861;117;3
517;518;4785;145;5
518;519;3510;130;5
519;520;750;25;1
520;521;3168;96;3
521;522;899;31;1
522;523;5220;174;6
523;524;4588;148;4
524;525;6370;245;7
525;526;3248;116;4
526;527;1624;56;2
527;528;4256;152;4
528;529;4640;145;5
529;530;7134;246;6
530;531;4930;170;5
531;532;5460;210;7
532;533;1650;50;2
533;534;6090;203;7
534;535;990;30;1
535;536;1674;54;2
536;537;4800;160;4
537;538;784;28;1
538;539;3915;135;5
539;540;2542;82;2
540;541;3024;108;4
541;542;7392;231;7
542;543;2574;78;3
543;544;5544;168;6
544;545;4096;128;4
545;546;5824;224;7
546;547;4060;145;5
547;548;3876;114;3
548;549;992;31;1
549;550;1458;54;2
550;551;7700;308;7
551;552;9548;308;7
552;553;625;25;1
553;554;7168;224;7
554;555;6615;245;7
555;556;3444;123;3
556;557;5760;192;6
557;558;5880;210;5
558;559;6020;215;5
559;560;3808;112;4
560;561;5920;185;5
561;562;7956;234;6
562;563;3078;114;3
563;564;2080;80;2
564;565;1148;41;1
565;566;930;30;1
566;567;8316;252;7
567;568;2925;117;3
568;569;1419;43;1
569;570;3132;116;4
570;571;9996;294;7
571;572;899;31;1
572;573;6468;196;7
573;574;1178;38;1
574;575;910;35;1
575;576;2016;72;2
576;577;3672;108;3
577;578;1960;70;2
578;579;962;37;1
579;580;4096;128;4
580;581;2574;99;3
581;582;2850;114;3
582;583;9996;294;7
583;584;3861;117;3
584;585;870;29;1
585;586;4420;170;5
586;587;3654;126;3
587;588;1922;62;2
588;589;3276;117;3
589;590;2790;90;3
590;591;6300;210;6
591;592;812;29;1
592;593;3132;108;4
593;594;1221;37;1
594;595;3224;124;4
595;596;2550;102;3
596;597;4408;152;4
597;598;4350;150;6
598;599;3132;108;4
599;600;4050;150;5
600;601;9044;266;7
601;602;9856;308;7
602;603;1044;36;1
603;604;7440;240;6
604;605;6240;240;6
605;606;925;37;1
606;607;3770;130;5
607;608;6160;220;5
608;609;4030;130;5
609;610;4356;132;3
610;611;3375;135;5
611;612;6200;200;5
612;613;5460;195;5
613;614;2184;78;2
614;615;2436;87;3
615;616;4860;180;6
616;617;2697;93;3
617;618;2408;86;2
618;619;1008;36;1
619;620;975;39;1
620;621;4930;145;5
621;622;7068;228;6
622;623;9044;266;7
623;624;625;25;1
624;625;5670;210;5
625;626;4080;120;4
626;627;5712;168;4
627;628;3136;112;4
628;629;6475;259;7
629;630;7998;258;6
630;631;1020;34;1
631;632;5508;162;6
632;633;1496;44;1
633;634;8323;287;7
634;635;925;37;1
635;636;3600;144;4
636;637;2448;72;2
637;638;7956;234;6
638;639;1092;42;1
639;640;7623;231;7
640;641;6426;238;7
641;642;5440;160;4
642;643;4256;152;4
643;644;3564;108;3
644;645;3360;105;3
645;646;2838;86;2
646;647;5425;175;7
647;648;9471;287;7
648;649;3712;116;4
649;650;5100;150;6
650;651;4992;156;4
651;652;5859;189;7
652;653;3075;123;3
653;654;6930;210;5
654;655;1768;68;2
655;656;2640;88;2
656;657;6188;182;7
657;658;1914;66;2
658;659;6560;205;5
659;660;2720;80;2
660;661;3468;102;3
661;662;2108;62;2
662;663;4536;168;4
663;664;5600;200;5
664;665;9933;301;7
665;666;1674;54;2
666;667;5103;189;7
667;668;4536;162;6
668;669;3600;120;4
669;670;1680;60;2
670;671;1750;70;2
671;672;4480;160;4
672;673;6468;231;7
673;674;2720;80;2
674;675;936;36;1
675;676;8120;280;7
676;677;4860;180;5
677;678;4032;126;3
678;679;5376;168;4
679;680;7595;245;7
680;681;2688;84;3
681;682;2108;68;2
682;683;1904;68;2
683;684;4455;135;5
684;685;1148;41;1
685;686;6888;246;6
686;687;4488;136;4
687;688;2800;100;4
688;689;4100;164;4
689;690;5115;165;5
690;691;2349;87;3
691;692;5590;215;5
692;693;3024;108;4
693;694;5510;190;5
694;695;3393;117;3
695;696;4104;152;4
696;697;4200;150;6
697;698;1664;64;2
698;699;1972;68;2
699;700;4875;195;5
700;701;4374;162;6
701;702;5712;168;4
702;703;5880;196;7
703;704;1716;52;2
704;705;4752;176;4
705;706;6216;222;6
706;707;3264;102;3
707;708;5445;165;5
708;709;2352;84;2
709;710;5887;203;7
710;711;1450;50;2
711;712;5580;186;6
712;713;992;32;1
713;714;1120;40;1
714;715;2176;64;2
715;716;5772;222;6
716;717;5425;217;7
717;718;2464;88;2
718;719;5250;175;5
719;720;3900;150;6
720;721;2592;81;3
721;722;6300;210;6
722;723;5544;168;4
723;724;9282;273;7
724;725;3393;117;3
725;726;5952;192;6
726;727;1450;50;2
727;728;6720;210;7
728;729;9856;308;7
729;730;4300;172;4
730;731;1740;58;2
731;732;2310;70;2
732;733;4550;175;7
733;734;4464;144;4
734;735;5940;198;6
735;736;5642;217;7
736;737;800;25;1
737;738;5740;205;5
738;739;1450;58;2
739;740;725;25;1
740;741;6290;185;5
741;742;7140;210;5
742;743;5250;210;5
743;744;3375;125;5
744;745;5508;204;6
745;746;7752;228;6
746;747;1450;50;2
747;748;5580;180;5
748;749;2400;96;3
749;750;3045;105;3
750;751;5890;190;5
751;752;5535;205;5
752;753;6510;217;7
753;754;6240;195;5
754;755;8118;246;6
755;756;3536;136;4
756;757;3968;128;4
757;758;950;38;1
758;759;4550;182;7
759;760;7308;252;6
760;761;3648;114;3
761;762;936;36;1
762;763;1147;37;1
763;764;5880;196;7
764;765;7252;259;7
765;766;5766;186;6
766;767;6048;189;7
767;768;4480;140;5
768;769;4320;144;4
769;770;6188;182;7
770;771;1972;58;2
771;772;6993;259;7
772;773;4000;160;4
773;774;5535;205;5
774;775;6882;222;6
775;776;5544;198;6
776;777;5445;165;5
777;778;5890;190;5
778;779;4455;165;5
779;780;3456;108;3
780;781;4212;156;6
781;782;4256;152;4
782;783;2600;100;4
783;784;7956;234;6
784;785;2400;75;3
785;786;4472;172;4
786;787;2040;68;2
787;788;6450;215;5
788;789;2560;80;2
789;790;7140;210;6
790;791;2790;93;3
791;792;8512;266;7
792;793;4480;160;5
793;794;5292;196;7
794;795;6150;246;6
795;796;5775;231;7
796;797;1054;31;1
797;798;6880;215;5
798;799;4092;132;3
799;800;6804;252;7
800;801;2312;68;2
801;802;8323;287;7
802;803;800;25;1
803;804;5000;200;5
804;805;812;28;1
805;806;5265;195;5
806;807;4864;152;4
807;808;1008;36;1
808;809;7560;252;7
809;810;2100;75;3
810;811;2700;108;4
811;812;858;26;1
812;813;4960;155;5
813;814;3000;120;4
814;815;1100;44;1
815;816;6045;195;5
816;817;1566;54;2
817;818;5670;189;7
818;819;870;29;1
819;820;5346;162;6
820;821;806;26;1
821;822;3248;116;4
822;823;5250;175;7
823;824;1798;58;2
824;825;1080;40;1
825;826;4350;174;6
826;827;4884;148;4
827;828;837;27;1
828;829;7000;280;7
829;830;1960;70;2
830;831;2436;84;3
831;832;2340;90;3
832;833;5022;186;6
833;834;5394;186;6
834;835;1680;60;2
835;836;6615;245;7
836;837;1950;78;2
837;838;6336;198;6
838;839;750;25;1
839;840;1404;54;2
840;841;5400;180;5
841;842;1300;52;2
842;843;3625;145;5
843;844;1258;37;1
844;845;5168;152;4
845;846;3534;114;3
846;847;4992;156;6
847;848;1782;66;2
848;849;2754;81;3
849;850;1404;52;2
850;851;6336;192;6
851;852;4950;165;5
852;853;8960;280;7
853;854;5504;172;4
854;855;840;28;1
855;856;5280;176;4
856;857;4680;156;4
857;858;1218;42;1
858;859;7812;252;7
859;860;4836;186;6
860;861;2040;68;2
861;862;1008;36;1
862;863;4896;144;4
863;864;2175;75;3
864;865;3125;125;5
865;866;3300;132;4
866;867;4060;140;4
867;868;4160;160;4
868;869;2184;78;3
869;870;4930;170;5
870;871;5740;205;5
871;872;6120;180;5
872;873;992;31;1
873;874;3360;120;3
874;875;972;36;1
875;876;5984;176;4
876;877;1716;52;2
877;878;3875;155;5
878;879;2992;88;2
879;880;2496;78;3
880;881;4420;130;5
881;882;6324;204;6
882;883;5180;185;5
883;884;3528;126;3
884;885;5670;210;7
885;886;2418;93;3
886;887;2704;104;4
887;888;3774;111;3
888;889;2200;88;2
889;890;800;32;1
890;891;7140;210;6
891;892;3225;129;3
892;893;3625;145;5
893;894;2800;100;4
894;895;2924;86;2
895;896;5168;152;4
896;897;1024;32;1
897;898;812;28;1
898;899;3900;156;4
899;900;5440;160;4
900;901;1178;38;1
901;902;3978;117;3
902;903;3900;150;5
903;904;6426;189;7
904;905;2772;99;3
905;906;2625;105;3
906;907;9030;301;7
907;908;7252;259;7
908;909;6188;238;7
909;910;5115;165;5
910;911;6665;215;5
911;912;2048;64;2
912;913;3162;102;3
913;914;6475;259;7
914;915;7440;240;6
915;916;6156;228;6
916;917;6902;203;7
917;918;6727;217;7
918;919;900;30;1
919;920;4650;150;6
920;921;4300;172;4
921;922;4950;150;5
922;923;6045;195;5
923;924;3500;140;5
924;925;945;35;1
925;926;8120;280;7
926;927;8932;308;7
927;928;7168;224;7
928;929;2184;78;3
929;930;7812;252;6
930;931;950;38;1
931;932;5270;155;5
932;933;1560;60;2
933;934;5278;203;7
934;935;4292;148;4
935;936;6930;210;7
936;937;5580;180;5
937;938;2835;105;3
938;939;6510;217;7
939;940;1750;70;2
940;941;945;35;1
941;942;5735;185;5
942;943;3627;117;3
943;944;4836;156;4
944;945;5580;180;5
945;946;2030;70;2
946;947;5550;185;5
947;948;1664;52;2
948;949;8092;238;7
949;950;6615;245;7
950;951;8246;266;7
951;952;2356;76;2
952;953;4257;129;3
953;954;3744;117;3
954;955;2500;100;4
955;956;1250;50;2
956;957;6120;180;6
957;958;6400;200;5
958;959;4752;176;4
959;960;5075;175;5
960;961;4988;172;4
961;962;4524;156;4
962;963;3625;145;5
963;964;3224;124;4
964;965;2048;64;2
965;966;4356;132;4
966;967;3300;100;4
967;968;4030;130;5
968;969;7872;246;6
969;970;5304;156;6
970;971;1875;75;3
971;972;2494;86;2
972;973;5824;182;7
973;974;6160;220;5
974;975;4096;128;4
975;976;891;33;1
976;977;4872;174;6
977;978;6396;246;6
978;979;6660;222;6
979;980;1189;41;1
980;981;1496;44;1
981;982;4340;155;5
982;983;3840;120;3
983;984;8512;266;7
984;985;5880;210;7
985;986;5100;150;6
986;987;1254;38;1
987;988;1075;43;1
988;989;3968;124;4
989;990;3900;156;6
990;991;1056;33;1
991;992;962;37;1
992;993;5760;180;5
993;994;2752;86;2
994;995;1056;32;1
995;996;4200;140;4
996;997;2775;111;3
997;998;5712;168;6
998;999;4698;162;6
999;1000;2480;80;2
1000;1001;750;25;1
1001;1002;3168;96;3
1002;1003;3875;155;5
1003;1004;1122;33;1
1004;1005;3255;105;3
1005;1006;9240;280;7
1006;1007;6552;252;6
1007;1008;7840;245;7
1008;1009;1290;43;1
1009;1010;3330;111;3
1010;1011;1176;42;1
1011;1012;1716;52;2
1012;1013;3534;114;3
1013;1014;728;26;1
1014;1015;1089;33;1
1015;1016;9240;308;7
1016;1017;2706;82;2
1017;1018;8064;252;6
1018;1019;3060;90;3
1019;1020;5280;176;4
1020;1021;4480;160;5
1021;1022;840;30;1
1022;1023;2475;99;3
1023;1024;1508;52;2
1024;1025;2436;84;2
1025;1026;4290;130;5
1026;1027;1456;56;2
1027;1028;1178;38;1
1028;1029;2244;66;2
1029;1030;6380;220;5
1030;1031;5100;170;5
1031;1032;4032;144;4
1032;1033;6370;245;7
1033;1034;9009;273;7
1034;1035;1050;42;1
1035;1036;7700;308;7
1036;1037;5265;195;5
1037;1038;4320;160;5
1038;1039;1950;78;2
1039;1040;6370;245;7
1040;1041;6786;234;6
1041;1042;8160;240;6
1042;1043;4816;172;4
1043;1044;6970;205;5
1044;1045;3999;129;3
1045;1046;7770;259;7
1046;1047;5700;228;6
1047;1048;5772;222;6
1048;1049;5766;186;6
1049;1050;8316;252;6
1050;1051;3770;130;5
1051;1052;5084;164;4
1052;1053;9702;294;7
1053;1054;9520;280;7
1054;1055;5070;195;5
1055;1056;7296;228;6
1056;1057;7020;234;6
1057;1058;6800;200;5
1058;1059;2418;78;3
1059;1060;4725;175;7
1060;1061;5984;176;4
1061;1062;2835;105;3
1062;1063;2340;78;3
1063;1064;1056;32;1
1064;1065;5280;165;5
1065;1066;3900;130;5
1066;1067;1798;58;2
1067;1068;1240;40;1
1068;1069;1664;64;2
1069;1070;4144;148;4
1070;1071;2349;81;3
1071;1072;4030;130;5
1072;1073;5642;182;7
1073;1074;5016;152;4
1074;1075;8256;258;6
1075;1076;6720;210;5
1076;1077;2700;108;3
1077;1078;3780;140;5
1078;1079;2700;100;4
1079;1080;1972;58;2
1080;1081;1924;74;2
1081;1082;6300;210;5
1082;1083;9184;287;7
1083;1084;4374;162;6
1084;1085;1768;68;2
1085;1086;4200;150;5
1086;1087;8806;259;7
1087;1088;8778;266;7
1088;1089;4950;150;5
1089;1090;1050;35;1
1090;1091;1056;32;1
1091;1092;4816;172;4
1092;1093;3584;128;4
1093;1094;3625;145;5
1094;1095;1400;56;2
1095;1096;4995;185;5
1096;1097;6708;258;6
1097;1098;4050;150;6
1098;1099;1972;58;2
1099;1100;8118;246;6
1100;1101;1023;33;1
1101;1102;4872;174;6
1102;1103;3300;132;4
1103;1104;1728;64;2
1104;1105;6528;204;6
1105;1106;702;27;1
1106;1107;7056;252;7
1107;1108;2520;84;2
1108;1109;5115;165;5
1109;1110;1972;58;2
1110;1111;1020;30;1
1111;1112;1404;52;2
1112;1113;3364;116;4
1113;1114;7140;210;5
1114;1115;6240;240;6
1115;1116;4290;130;5
1116;1117;7308;252;7
1117;1118;1080;40;1
1118;1119;840;28;1
1119;1120;5590;215;5
1120;1121;5500;220;5
1121;1122;3720;120;4
1122;1123;4340;140;5
1123;1124;6825;273;7
1124;1125;3654;126;3
1125;1126;4732;182;7
1126;1127;5850;195;5
1127;1128;6930;231;7
1128;1129;6450;258;6
1129;1130;4800;150;6
1130;1131;7920;240;6
1131;1132;986;29;1
1132;1133;884;34;1
1133;1134;6615;245;7
1134;1135;4128;129;3
1135;1136;8568;252;6
1136;1137;4488;136;4
1137;1138;2624;82;2
1138;1139;5320;190;5
1139;1140;8364;246;6
1140;1141;4050;150;6
1141;1142;6272;196;7
1142;1143;2900;116;4
1143;1144;875;35;1
1144;1145;1462;43;1
1145;1146;1560;52;2
1146;1147;2325;93;3
1147;1148;7749;287;7
1148;1149;5940;220;5
1149;1150;3978;117;3
1150;1151;2268;84;3
1151;1152;3536;104;4
1152;1153;4320;160;5
1153;1154;6090;210;6
1154;1155;2574;99;3
1155;1156;1023;31;1
1156;1157;2856;102;3
1157;1158;1122;34;1
1158;1159;5600;200;5
1159;1160;992;32;1
1160;1161;3240;120;3
1161;1162;4125;125;5
1162;1163;6272;224;7
1163;1164;6144;192;6
1164;1165;1848;56;2
1165;1166;3750;150;6
1166;1167;2046;62;2
1167;1168;6460;190;5
1168;1169;2730;105;3
1169;1170;1920;60;2
1170;1171;2728;88;2
1171;1172;5610;170;5
1172;1173;3300;132;4
1173;1174;8736;273;7
1174;1175;5800;200;5
1175;1176;3800;152;4
1176;1177;2376;88;2
1177;1178;6200;200;5
1178;1179;3944;136;4
1179;1180;4092;132;4
1180;1181;1800;72;2
1181;1182;2460;82;2
1182;1183;4480;160;5
1183;1184;5346;198;6
1184;1185;5920;185;5
1185;1186;6290;185;5
1186;1187;5684;203;7
1187;1188;1458;54;2
1188;1189;2850;114;3
1189;1190;2808;104;4
1190;1191;1155;35;1
1191;1192;3264;96;3
1192;1193;2835;105;3
1193;1194;5100;170;5
1194;1195;6944;217;7
1195;1196;9240;280;7
1196;1197;1998;74;2
1197;1198;5712;204;6
1198;1199;4650;155;5
1199;1200;5100;150;5
1200;1201;1612;62;2
1201;1202;7560;280;7
1202;1203;1147;37;1
1203;1204;3570;105;3
1204;1205;6270;190;5
1205;1206;1320;40;1
1206;1207;6336;198;6
1207;1208;8190;273;7
1208;1209;4264;164;4
1209;1210;4368;168;4
1210;1211;2720;80;2
1211;1212;1560;60;2
1212;1213;650;25;1
1213;1214;2040;68;2
1214;1215;5120;160;5
1215;1216;896;28;1
1216;1217;5850;234;6
1217;1218;2706;82;2
1218;1219;4500;180;6
1219;1220;4032;144;4
1220;1221;928;29;1
1221;1222;5742;198;6
1222;1223;7326;222;6
1223;1224;5220;174;6
1224;1225;6800;200;5
1225;1226;3960;132;4
1226;1227;6534;198;6
1227;1228;2560;80;2
1228;1229;1792;64;2
1229;1230;928;29;1
1230;1231;9331;301;7
1231;1232;5070;195;5
1232;1233;1600;64;2
1233;1234;840;30;1
1234;1235;8118;246;6
1235;1236;832;32;1
